,Rank,NOC,Gold,Silver,Bronze,Total,Year
321,18,Czechoslovakia,0.012048192771084338,0.05128205128205128,0.012987012987012988,0.021739130434782608,1956
322,19,Bulgaria,0.012048192771084338,0.038461538461538464,0.012987012987012988,0.017391304347826087,1956
323,20,Denmark,0.012048192771084338,0.02564102564102564,0.012987012987012988,0.013043478260869565,1956
324,21,Ireland,0.012048192771084338,0.01282051282051282,0.03896103896103896,0.017391304347826087,1956
325,22,Norway,0.012048192771084338,0.0,0.025974025974025976,0.008695652173913044,1956
326,23,Mexico,0.012048192771084338,0.0,0.012987012987012988,0.004347826086956522,1956
327,24,Brazil,0.012048192771084338,0.0,0.0,0.0,1956
328,24,India,0.012048192771084338,0.0,0.0,0.0,1956
329,26,Yugoslavia,0.0,0.038461538461538464,0.0,0.008695652173913044,1956
330,27,Chile,0.0,0.02564102564102564,0.025974025974025976,0.013043478260869565,1956
331,28,Belgium,0.0,0.02564102564102564,0.0,0.004347826086956522,1956
332,29,Argentina,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1956
333,29,South Korea,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1956
334,31,Iceland,0.0,0.01282051282051282,0.0,0.0,1956
335,31,Pakistan,0.0,0.01282051282051282,0.0,0.0,1956
336,33,South Africa,0.0,0.0,0.05194805194805195,0.013043478260869565,1956
337,34,Austria,0.0,0.0,0.025974025974025976,0.004347826086956522,1956
338,35,Bahamas,0.0,0.0,0.012987012987012988,0.0,1956
339,35,Greece,0.0,0.0,0.012987012987012988,0.0,1956
340,35,Switzerland,0.0,0.0,0.012987012987012988,0.0,1956
341,35,Uruguay,0.0,0.0,0.012987012987012988,0.0,1956
342,1,Soviet Union,0.5180722891566265,0.3717948717948718,0.4025974025974026,0.4434782608695652,1960
343,2,United States,0.40963855421686746,0.2692307692307692,0.2077922077922078,0.30434782608695654,1960
344,3,Italy,0.1566265060240964,0.1282051282051282,0.16883116883116883,0.15217391304347827,1960
345,4,United Team of Germany,0.14457831325301204,0.24358974358974358,0.14285714285714285,0.1782608695652174,1960
346,5,Australia,0.0963855421686747,0.10256410256410256,0.07792207792207792,0.09130434782608696,1960
347,6,Turkey,0.08433734939759036,0.02564102564102564,0.0,0.034782608695652174,1960
348,7,Hungary,0.07228915662650602,0.10256410256410256,0.09090909090909091,0.08695652173913043,1960
349,8,Japan,0.04819277108433735,0.08974358974358974,0.09090909090909091,0.07391304347826087,1960
350,9,Poland,0.04819277108433735,0.07692307692307693,0.14285714285714285,0.08695652173913043,1960
351,10,Czechoslovakia,0.03614457831325301,0.02564102564102564,0.03896103896103896,0.030434782608695653,1960
352,11,Romania,0.03614457831325301,0.01282051282051282,0.07792207792207792,0.0391304347826087,1960
353,12,Great Britain,0.024096385542168676,0.07692307692307693,0.15584415584415584,0.08260869565217391,1960
354,13,Denmark,0.024096385542168676,0.038461538461538464,0.012987012987012988,0.021739130434782608,1960
355,14,New Zealand,0.024096385542168676,0.0,0.012987012987012988,0.008695652173913044,1960
356,15,Bulgaria,0.012048192771084338,0.038461538461538464,0.03896103896103896,0.02608695652173913,1960
357,16,Sweden,0.012048192771084338,0.02564102564102564,0.03896103896103896,0.021739130434782608,1960
358,17,Finland,0.012048192771084338,0.01282051282051282,0.03896103896103896,0.017391304347826087,1960
359,18,Austria,0.012048192771084338,0.01282051282051282,0.0,0.004347826086956522,1960
360,18,Yugoslavia,0.012048192771084338,0.01282051282051282,0.0,0.004347826086956522,1960
361,20,Pakistan,0.012048192771084338,0.0,0.012987012987012988,0.004347826086956522,1960
362,21,Ethiopia,0.012048192771084338,0.0,0.0,0.0,1960
363,21,Greece,0.012048192771084338,0.0,0.0,0.0,1960
364,21,Norway,0.012048192771084338,0.0,0.0,0.0,1960
365,24,Switzerland,0.0,0.038461538461538464,0.03896103896103896,0.021739130434782608,1960
366,25,France,0.0,0.02564102564102564,0.03896103896103896,0.017391304347826087,1960
367,26,Belgium,0.0,0.02564102564102564,0.025974025974025976,0.013043478260869565,1960
368,27,Iran,0.0,0.01282051282051282,0.03896103896103896,0.013043478260869565,1960
369,28,Netherlands,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1960
370,28,South Africa,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1960
371,30,Argentina,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1960
372,30,Egypt,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1960
373,32,Canada,0.0,0.01282051282051282,0.0,0.0,1960
374,32,Formosa,0.0,0.01282051282051282,0.0,0.0,1960
375,32,Ghana,0.0,0.01282051282051282,0.0,0.0,1960
376,32,India,0.0,0.01282051282051282,0.0,0.0,1960
377,32,Morocco,0.0,0.01282051282051282,0.0,0.0,1960
378,32,Portugal,0.0,0.01282051282051282,0.0,0.0,1960
379,32,Singapore,0.0,0.01282051282051282,0.0,0.0,1960
380,39,Brazil,0.0,0.0,0.025974025974025976,0.004347826086956522,1960
381,39,British West Indies,0.0,0.0,0.025974025974025976,0.004347826086956522,1960
382,41,Iraq,0.0,0.0,0.012987012987012988,0.0,1960
383,41,Mexico,0.0,0.0,0.012987012987012988,0.0,1960
384,41,Spain,0.0,0.0,0.012987012987012988,0.0,1960
385,41,Venezuela,0.0,0.0,0.012987012987012988,0.0,1960
386,1,United States,0.43373493975903615,0.3333333333333333,0.36363636363636365,0.3869565217391304,1964
387,2,Soviet Union,0.3614457831325301,0.3974358974358974,0.45454545454545453,0.41304347826086957,1964
388,3,Japan,0.1927710843373494,0.0641025641025641,0.1038961038961039,0.12173913043478261,1964
389,4,United Team of Germany,0.12048192771084337,0.28205128205128205,0.23376623376623376,0.21304347826086956,1964
390,5,Italy,0.12048192771084337,0.1282051282051282,0.09090909090909091,0.11304347826086956,1964
391,6,Hungary,0.12048192771084337,0.08974358974358974,0.06493506493506493,0.09130434782608696,1964
392,7,Poland,0.08433734939759036,0.07692307692307693,0.12987012987012986,0.09565217391304348,1964
393,8,Australia,0.07228915662650602,0.02564102564102564,0.12987012987012986,0.07391304347826087,1964
394,9,Czechoslovakia,0.060240963855421686,0.07692307692307693,0.03896103896103896,0.05652173913043478,1964
395,10,Great Britain,0.04819277108433735,0.15384615384615385,0.025974025974025976,0.07391304347826087,1964
396,11,Bulgaria,0.03614457831325301,0.0641025641025641,0.025974025974025976,0.0391304347826087,1964
397,12,Finland,0.03614457831325301,0.0,0.025974025974025976,0.017391304347826087,1964
398,12,New Zealand,0.03614457831325301,0.0,0.025974025974025976,0.017391304347826087,1964
399,14,Romania,0.024096385542168676,0.05128205128205128,0.07792207792207792,0.04782608695652174,1964
400,15,Netherlands,0.024096385542168676,0.05128205128205128,0.05194805194805195,0.0391304347826087,1964
401,16,Turkey,0.024096385542168676,0.038461538461538464,0.012987012987012988,0.021739130434782608,1964
402,17,Sweden,0.024096385542168676,0.02564102564102564,0.05194805194805195,0.030434782608695653,1964
403,18,Denmark,0.024096385542168676,0.01282051282051282,0.03896103896103896,0.021739130434782608,1964
404,19,Yugoslavia,0.024096385542168676,0.01282051282051282,0.025974025974025976,0.017391304347826087,1964
405,20,Belgium,0.024096385542168676,0.0,0.012987012987012988,0.008695652173913044,1964
406,21,France,0.012048192771084338,0.10256410256410256,0.07792207792207792,0.06086956521739131,1964
407,22,Canada,0.012048192771084338,0.02564102564102564,0.012987012987012988,0.013043478260869565,1964
408,22,Switzerland,0.012048192771084338,0.02564102564102564,0.012987012987012988,0.013043478260869565,1964
409,24,Bahamas,0.012048192771084338,0.0,0.0,0.0,1964
410,24,Ethiopia,0.012048192771084338,0.0,0.0,0.0,1964
411,24,India,0.012048192771084338,0.0,0.0,0.0,1964
412,27,South Korea,0.0,0.02564102564102564,0.012987012987012988,0.008695652173913044,1964
413,28,Trinidad and Tobago,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1964
414,29,Tunisia,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1964
415,30,Argentina,0.0,0.01282051282051282,0.0,0.0,1964
416,30,Cuba,0.0,0.01282051282051282,0.0,0.0,1964
417,30,Pakistan,0.0,0.01282051282051282,0.0,0.0,1964
418,30,Philippines,0.0,0.01282051282051282,0.0,0.0,1964
419,34,Iran,0.0,0.0,0.025974025974025976,0.004347826086956522,1964
420,35,Brazil,0.0,0.0,0.012987012987012988,0.0,1964
421,35,Ghana,0.0,0.0,0.012987012987012988,0.0,1964
422,35,Ireland,0.0,0.0,0.012987012987012988,0.0,1964
423,35,Kenya,0.0,0.0,0.012987012987012988,0.0,1964
424,35,Mexico,0.0,0.0,0.012987012987012988,0.0,1964
425,35,Nigeria,0.0,0.0,0.012987012987012988,0.0,1964
426,35,Uruguay,0.0,0.0,0.012987012987012988,0.0,1964
427,1,United States,0.5421686746987951,0.358974358974359,0.44155844155844154,0.4608695652173913,1968
428,2,Soviet Union,0.3493975903614458,0.41025641025641024,0.38961038961038963,0.391304347826087,1968
429,3,Japan,0.13253012048192772,0.08974358974358974,0.09090909090909091,0.10434782608695652,1968
430,4,Hungary,0.12048192771084337,0.1282051282051282,0.15584415584415584,0.13478260869565217,1968
431,5,East Germany,0.10843373493975904,0.11538461538461539,0.09090909090909091,0.10434782608695652,1968
432,6,France,0.08433734939759036,0.038461538461538464,0.06493506493506493,0.06086956521739131,1968
433,7,Czechoslovakia,0.08433734939759036,0.02564102564102564,0.05194805194805195,0.05217391304347826,1968
434,8,West Germany,0.060240963855421686,0.14102564102564102,0.12987012987012986,0.10869565217391304,1968
435,9,Australia,0.060240963855421686,0.08974358974358974,0.06493506493506493,0.06956521739130435,1968
436,10,Great Britain,0.060240963855421686,0.0641025641025641,0.03896103896103896,0.05217391304347826,1968
437,11,Poland,0.060240963855421686,0.02564102564102564,0.14285714285714285,0.07391304347826087,1968
438,12,Romania,0.04819277108433735,0.07692307692307693,0.06493506493506493,0.06086956521739131,1968
439,13,Italy,0.03614457831325301,0.05128205128205128,0.11688311688311688,0.06521739130434782,1968
440,14,Kenya,0.03614457831325301,0.05128205128205128,0.025974025974025976,0.034782608695652174,1968
441,15,Mexico,0.03614457831325301,0.038461538461538464,0.03896103896103896,0.034782608695652174,1968
442,16,Yugoslavia,0.03614457831325301,0.038461538461538464,0.025974025974025976,0.030434782608695653,1968
443,17,Netherlands,0.03614457831325301,0.038461538461538464,0.012987012987012988,0.02608695652173913,1968
444,18,Bulgaria,0.024096385542168676,0.05128205128205128,0.03896103896103896,0.034782608695652174,1968
445,19,Iran,0.024096385542168676,0.01282051282051282,0.025974025974025976,0.017391304347826087,1968
446,20,Sweden,0.024096385542168676,0.01282051282051282,0.012987012987012988,0.013043478260869565,1968
447,21,Turkey,0.024096385542168676,0.0,0.0,0.004347826086956522,1968
448,22,Denmark,0.012048192771084338,0.05128205128205128,0.03896103896103896,0.030434782608695653,1968
449,23,Canada,0.012048192771084338,0.038461538461538464,0.012987012987012988,0.017391304347826087,1968
450,24,Finland,0.012048192771084338,0.02564102564102564,0.012987012987012988,0.013043478260869565,1968
451,25,Ethiopia,0.012048192771084338,0.01282051282051282,0.0,0.004347826086956522,1968
452,25,Norway,0.012048192771084338,0.01282051282051282,0.0,0.004347826086956522,1968
453,27,New Zealand,0.012048192771084338,0.0,0.025974025974025976,0.008695652173913044,1968
454,28,Tunisia,0.012048192771084338,0.0,0.012987012987012988,0.004347826086956522,1968
455,29,Pakistan,0.012048192771084338,0.0,0.0,0.0,1968
456,29,Venezuela,0.012048192771084338,0.0,0.0,0.0,1968
457,31,Cuba,0.0,0.05128205128205128,0.0,0.013043478260869565,1968
458,32,Austria,0.0,0.02564102564102564,0.025974025974025976,0.013043478260869565,1968
459,33,Switzerland,0.0,0.01282051282051282,0.05194805194805195,0.017391304347826087,1968
460,34,Mongolia,0.0,0.01282051282051282,0.03896103896103896,0.013043478260869565,1968
461,35,Brazil,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1968
462,36,Belgium,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1968
463,36,South Korea,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1968
464,36,Uganda,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1968
465,39,Cameroon,0.0,0.01282051282051282,0.0,0.0,1968
466,39,Jamaica,0.0,0.01282051282051282,0.0,0.0,1968
467,41,Argentina,0.0,0.0,0.025974025974025976,0.004347826086956522,1968
468,42,Greece,0.0,0.0,0.012987012987012988,0.0,1968
469,42,India,0.0,0.0,0.012987012987012988,0.0,1968
470,42,Taiwan,0.0,0.0,0.012987012987012988,0.0,1968
471,1,Soviet Union,0.6024096385542169,0.34615384615384615,0.2857142857142857,0.4260869565217391,1972
472,2,United States,0.39759036144578314,0.3974358974358974,0.38961038961038963,0.4043478260869565,1972
473,3,East Germany,0.24096385542168675,0.2948717948717949,0.2987012987012987,0.2826086956521739,1972
474,4,West Germany,0.1566265060240964,0.14102564102564102,0.2077922077922078,0.16956521739130434,1972
475,5,Japan,0.1566265060240964,0.10256410256410256,0.1038961038961039,0.12173913043478261,1972
476,6,Australia,0.0963855421686747,0.08974358974358974,0.025974025974025976,0.06956521739130435,1972
477,7,Poland,0.08433734939759036,0.0641025641025641,0.11688311688311688,0.08695652173913043,1972
478,8,Hungary,0.07228915662650602,0.16666666666666666,0.2077922077922078,0.14782608695652175,1972
479,9,Bulgaria,0.07228915662650602,0.1282051282051282,0.06493506493506493,0.08695652173913043,1972
480,10,Italy,0.060240963855421686,0.038461538461538464,0.12987012987012986,0.07391304347826087,1972
481,11,Sweden,0.04819277108433735,0.07692307692307693,0.07792207792207792,0.06521739130434782,1972
482,12,Great Britain,0.04819277108433735,0.0641025641025641,0.11688311688311688,0.07391304347826087,1972
483,13,Romania,0.03614457831325301,0.07692307692307693,0.09090909090909091,0.06521739130434782,1972
484,14,Cuba,0.03614457831325301,0.01282051282051282,0.05194805194805195,0.030434782608695653,1972
485,14,Finland,0.03614457831325301,0.01282051282051282,0.05194805194805195,0.030434782608695653,1972
486,16,Netherlands,0.03614457831325301,0.01282051282051282,0.012987012987012988,0.017391304347826087,1972
487,17,France,0.024096385542168676,0.05128205128205128,0.09090909090909091,0.05217391304347826,1972
488,18,Czechoslovakia,0.024096385542168676,0.05128205128205128,0.025974025974025976,0.030434782608695653,1972
489,19,Kenya,0.024096385542168676,0.038461538461538464,0.05194805194805195,0.034782608695652174,1972
490,20,Yugoslavia,0.024096385542168676,0.01282051282051282,0.025974025974025976,0.017391304347826087,1972
491,21,Norway,0.024096385542168676,0.01282051282051282,0.012987012987012988,0.013043478260869565,1972
492,22,North Korea,0.012048192771084338,0.01282051282051282,0.03896103896103896,0.017391304347826087,1972
493,23,New Zealand,0.012048192771084338,0.01282051282051282,0.012987012987012988,0.008695652173913044,1972
494,24,Uganda,0.012048192771084338,0.01282051282051282,0.0,0.004347826086956522,1972
495,25,Denmark,0.012048192771084338,0.0,0.0,0.0,1972
496,26,Switzerland,0.0,0.038461538461538464,0.0,0.008695652173913044,1972
497,27,Canada,0.0,0.02564102564102564,0.03896103896103896,0.017391304347826087,1972
498,28,Iran,0.0,0.02564102564102564,0.012987012987012988,0.008695652173913044,1972
499,29,Belgium,0.0,0.02564102564102564,0.0,0.004347826086956522,1972
500,29,Greece,0.0,0.02564102564102564,0.0,0.004347826086956522,1972
501,31,Austria,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1972
502,31,Colombia,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1972
503,33,Argentina,0.0,0.01282051282051282,0.0,0.0,1972
504,33,Lebanon,0.0,0.01282051282051282,0.0,0.0,1972
505,33,Mexico,0.0,0.01282051282051282,0.0,0.0,1972
506,33,Mongolia,0.0,0.01282051282051282,0.0,0.0,1972
507,33,Pakistan,0.0,0.01282051282051282,0.0,0.0,1972
508,33,South Korea,0.0,0.01282051282051282,0.0,0.0,1972
509,33,Tunisia,0.0,0.01282051282051282,0.0,0.0,1972
510,33,Turkey,0.0,0.01282051282051282,0.0,0.0,1972
511,41,Brazil,0.0,0.0,0.025974025974025976,0.004347826086956522,1972
512,41,Ethiopia,0.0,0.0,0.025974025974025976,0.004347826086956522,1972
513,43,Ghana,0.0,0.0,0.012987012987012988,0.0,1972
514,43,India,0.0,0.0,0.012987012987012988,0.0,1972
515,43,Jamaica,0.0,0.0,0.012987012987012988,0.0,1972
516,43,Niger,0.0,0.0,0.012987012987012988,0.0,1972
517,43,Nigeria,0.0,0.0,0.012987012987012988,0.0,1972
518,43,Spain,0.0,0.0,0.012987012987012988,0.0,1972
519,1,Soviet Union,0.5903614457831325,0.5256410256410257,0.45454545454545453,0.5391304347826087,1976
520,2,East Germany,0.4819277108433735,0.32051282051282054,0.3246753246753247,0.3869565217391304,1976
521,3,United States,0.40963855421686746,0.44871794871794873,0.3246753246753247,0.4043478260869565,1976
522,4,West Germany,0.12048192771084337,0.15384615384615385,0.22077922077922077,0.16521739130434782,1976
523,5,Japan,0.10843373493975904,0.07692307692307693,0.12987012987012986,0.10434782608695652,1976
524,6,Poland,0.08433734939759036,0.07692307692307693,0.16883116883116883,0.10869565217391304,1976
525,7,Bulgaria,0.07228915662650602,0.11538461538461539,0.09090909090909091,0.09130434782608696,1976
526,8,Cuba,0.07228915662650602,0.05128205128205128,0.03896103896103896,0.05217391304347826,1976
527,9,Romania,0.04819277108433735,0.11538461538461539,0.18181818181818182,0.11304347826086956,1976
528,10,Hungary,0.04819277108433735,0.0641025641025641,0.16883116883116883,0.09130434782608696,1976
529,11,Finland,0.04819277108433735,0.02564102564102564,0.0,0.021739130434782608,1976
530,12,Sweden,0.04819277108433735,0.01282051282051282,0.0,0.017391304347826087,1976
531,13,Great Britain,0.03614457831325301,0.0641025641025641,0.06493506493506493,0.05217391304347826,1976
532,14,Italy,0.024096385542168676,0.08974358974358974,0.05194805194805195,0.05217391304347826,1976
533,15,France,0.024096385542168676,0.038461538461538464,0.05194805194805195,0.034782608695652174,1976
534,16,Yugoslavia,0.024096385542168676,0.038461538461538464,0.03896103896103896,0.030434782608695653,1976
535,17,Czechoslovakia,0.024096385542168676,0.02564102564102564,0.05194805194805195,0.030434782608695653,1976
536,18,New Zealand,0.024096385542168676,0.01282051282051282,0.012987012987012988,0.013043478260869565,1976
537,19,South Korea,0.012048192771084338,0.01282051282051282,0.05194805194805195,0.021739130434782608,1976
538,20,Switzerland,0.012048192771084338,0.01282051282051282,0.025974025974025976,0.013043478260869565,1976
539,21,Jamaica,0.012048192771084338,0.01282051282051282,0.0,0.004347826086956522,1976
540,21,North Korea,0.012048192771084338,0.01282051282051282,0.0,0.004347826086956522,1976
541,21,Norway,0.012048192771084338,0.01282051282051282,0.0,0.004347826086956522,1976
542,24,Denmark,0.012048192771084338,0.0,0.025974025974025976,0.008695652173913044,1976
543,25,Mexico,0.012048192771084338,0.0,0.012987012987012988,0.004347826086956522,1976
544,26,Trinidad and Tobago,0.012048192771084338,0.0,0.0,0.0,1976
545,27,Canada,0.0,0.0641025641025641,0.07792207792207792,0.043478260869565216,1976
546,28,Belgium,0.0,0.038461538461538464,0.03896103896103896,0.021739130434782608,1976
547,29,Netherlands,0.0,0.02564102564102564,0.03896103896103896,0.017391304347826087,1976
548,30,Portugal,0.0,0.02564102564102564,0.0,0.004347826086956522,1976
549,30,Spain,0.0,0.02564102564102564,0.0,0.004347826086956522,1976
550,32,Australia,0.0,0.01282051282051282,0.05194805194805195,0.017391304347826087,1976
551,33,Iran,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1976
552,34,Mongolia,0.0,0.01282051282051282,0.0,0.0,1976
553,34,Venezuela,0.0,0.01282051282051282,0.0,0.0,1976
554,36,Brazil,0.0,0.0,0.025974025974025976,0.004347826086956522,1976
555,37,Austria,0.0,0.0,0.012987012987012988,0.0,1976
556,37,Bermuda,0.0,0.0,0.012987012987012988,0.0,1976
557,37,Pakistan,0.0,0.0,0.012987012987012988,0.0,1976
558,37,Puerto Rico,0.0,0.0,0.012987012987012988,0.0,1976
559,37,Thailand,0.0,0.0,0.012987012987012988,0.0,1976
560,1,Soviet Union,0.963855421686747,0.8846153846153846,0.5974025974025974,0.8434782608695652,1980
561,2,East Germany,0.5662650602409639,0.47435897435897434,0.5454545454545454,0.5434782608695652,1980
562,3,Bulgaria,0.0963855421686747,0.20512820512820512,0.22077922077922077,0.17391304347826086,1980
563,4,Cuba,0.0963855421686747,0.08974358974358974,0.06493506493506493,0.08260869565217391,1980
564,5,Italy,0.0963855421686747,0.038461538461538464,0.05194805194805195,0.06086956521739131,1980
565,6,Hungary,0.08433734939759036,0.1282051282051282,0.19480519480519481,0.13478260869565217,1980
566,7,Romania,0.07228915662650602,0.07692307692307693,0.16883116883116883,0.10434782608695652,1980
567,8,France,0.07228915662650602,0.0641025641025641,0.03896103896103896,0.05652173913043478,1980
568,9,Great Britain,0.060240963855421686,0.08974358974358974,0.11688311688311688,0.08695652173913043,1980
569,10,Poland,0.03614457831325301,0.1794871794871795,0.19480519480519481,0.13478260869565217,1980
570,11,Sweden,0.03614457831325301,0.038461538461538464,0.07792207792207792,0.04782608695652174,1980
571,12,Finland,0.03614457831325301,0.01282051282051282,0.05194805194805195,0.030434782608695653,1980
572,13,Czechoslovakia,0.024096385542168676,0.038461538461538464,0.11688311688311688,0.05652173913043478,1980
573,14,Yugoslavia,0.024096385542168676,0.038461538461538464,0.05194805194805195,0.034782608695652174,1980
574,15,Australia,0.024096385542168676,0.02564102564102564,0.06493506493506493,0.034782608695652174,1980
575,16,Denmark,0.024096385542168676,0.01282051282051282,0.025974025974025976,0.017391304347826087,1980
576,17,Brazil,0.024096385542168676,0.0,0.025974025974025976,0.013043478260869565,1980
577,17,Ethiopia,0.024096385542168676,0.0,0.025974025974025976,0.013043478260869565,1980
578,19,Switzerland,0.024096385542168676,0.0,0.0,0.004347826086956522,1980
579,20,Spain,0.012048192771084338,0.038461538461538464,0.025974025974025976,0.021739130434782608,1980
580,21,Austria,0.012048192771084338,0.02564102564102564,0.012987012987012988,0.013043478260869565,1980
581,22,Greece,0.012048192771084338,0.0,0.025974025974025976,0.008695652173913044,1980
582,23,Belgium,0.012048192771084338,0.0,0.0,0.0,1980
583,23,India,0.012048192771084338,0.0,0.0,0.0,1980
584,23,Zimbabwe,0.012048192771084338,0.0,0.0,0.0,1980
585,26,North Korea,0.0,0.038461538461538464,0.025974025974025976,0.017391304347826087,1980
586,27,Mongolia,0.0,0.02564102564102564,0.025974025974025976,0.013043478260869565,1980
587,28,Tanzania,0.0,0.02564102564102564,0.0,0.004347826086956522,1980
588,29,Mexico,0.0,0.01282051282051282,0.03896103896103896,0.013043478260869565,1980
589,30,Netherlands,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1980
590,31,Ireland,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1980
591,32,Uganda,0.0,0.01282051282051282,0.0,0.0,1980
592,32,Venezuela,0.0,0.01282051282051282,0.0,0.0,1980
593,34,Jamaica,0.0,0.0,0.03896103896103896,0.008695652173913044,1980
594,35,Guyana,0.0,0.0,0.012987012987012988,0.0,1980
595,35,Lebanon,0.0,0.0,0.012987012987012988,0.0,1980
596,1,United States,1.0,0.782051282051282,0.38961038961038963,0.7521739130434782,1984
597,2,Romania,0.24096385542168675,0.20512820512820512,0.22077922077922077,0.22608695652173913,1984
598,3,West Germany,0.20481927710843373,0.24358974358974358,0.2987012987012987,0.25217391304347825,1984
599,4,China,0.18072289156626506,0.10256410256410256,0.11688311688311688,0.13478260869565217,1984
600,5,Italy,0.1686746987951807,0.07692307692307693,0.15584415584415584,0.13478260869565217,1984
601,6,Canada,0.12048192771084337,0.23076923076923078,0.2077922077922078,0.18695652173913044,1984
602,7,Japan,0.12048192771084337,0.10256410256410256,0.18181818181818182,0.13478260869565217,1984
603,8,New Zealand,0.0963855421686747,0.01282051282051282,0.025974025974025976,0.043478260869565216,1984
604,9,Yugoslavia,0.08433734939759036,0.05128205128205128,0.09090909090909091,0.07391304347826087,1984
605,10,South Korea,0.07228915662650602,0.07692307692307693,0.09090909090909091,0.0782608695652174,1984
606,11,Great Britain,0.060240963855421686,0.14102564102564102,0.2727272727272727,0.1565217391304348,1984
607,12,France,0.060240963855421686,0.08974358974358974,0.2077922077922078,0.11739130434782609,1984
608,13,Netherlands,0.060240963855421686,0.02564102564102564,0.07792207792207792,0.05217391304347826,1984
609,14,Australia,0.04819277108433735,0.10256410256410256,0.15584415584415584,0.1,1984
610,15,Finland,0.04819277108433735,0.02564102564102564,0.07792207792207792,0.04782608695652174,1984
611,16,Sweden,0.024096385542168676,0.14102564102564102,0.07792207792207792,0.0782608695652174,1984
612,17,Mexico,0.024096385542168676,0.038461538461538464,0.012987012987012988,0.021739130434782608,1984
613,18,Morocco,0.024096385542168676,0.0,0.0,0.004347826086956522,1984
614,19,Brazil,0.012048192771084338,0.0641025641025641,0.025974025974025976,0.030434782608695653,1984
615,20,Spain,0.012048192771084338,0.02564102564102564,0.025974025974025976,0.017391304347826087,1984
616,21,Belgium,0.012048192771084338,0.01282051282051282,0.025974025974025976,0.013043478260869565,1984
617,22,Austria,0.012048192771084338,0.01282051282051282,0.012987012987012988,0.008695652173913044,1984
618,23,Kenya,0.012048192771084338,0.0,0.025974025974025976,0.008695652173913044,1984
619,23,Portugal,0.012048192771084338,0.0,0.025974025974025976,0.008695652173913044,1984
620,25,Pakistan,0.012048192771084338,0.0,0.0,0.0,1984
621,26,Switzerland,0.0,0.05128205128205128,0.05194805194805195,0.030434782608695653,1984
622,27,Denmark,0.0,0.038461538461538464,0.03896103896103896,0.021739130434782608,1984
623,28,Jamaica,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1984
624,28,Norway,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1984
625,30,Greece,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1984
626,30,Nigeria,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1984
627,30,Puerto Rico,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1984
628,33,Colombia,0.0,0.01282051282051282,0.0,0.0,1984
629,33,Egypt,0.0,0.01282051282051282,0.0,0.0,1984
630,33,Ireland,0.0,0.01282051282051282,0.0,0.0,1984
631,33,Ivory Coast,0.0,0.01282051282051282,0.0,0.0,1984
632,33,Peru,0.0,0.01282051282051282,0.0,0.0,1984
633,33,Syria,0.0,0.01282051282051282,0.0,0.0,1984
634,33,Thailand,0.0,0.01282051282051282,0.0,0.0,1984
635,40,Turkey,0.0,0.0,0.03896103896103896,0.008695652173913044,1984
636,40,Venezuela,0.0,0.0,0.03896103896103896,0.008695652173913044,1984
637,42,Algeria,0.0,0.0,0.025974025974025976,0.004347826086956522,1984
638,43,Cameroon,0.0,0.0,0.012987012987012988,0.0,1984
639,43,Chinese Taipei,0.0,0.0,0.012987012987012988,0.0,1984
640,43,Dominican Republic,0.0,0.0,0.012987012987012988,0.0,1984
641,43,Iceland,0.0,0.0,0.012987012987012988,0.0,1984
642,43,Zambia,0.0,0.0,0.012987012987012988,0.0,1984
643,1,Soviet Union,0.6626506024096386,0.3974358974358974,0.5974025974025974,0.5695652173913044,1988
644,2,East Germany,0.4457831325301205,0.44871794871794873,0.38961038961038963,0.4391304347826087,1988
645,3,United States,0.43373493975903615,0.3974358974358974,0.35064935064935066,0.4043478260869565,1988
646,4,South Korea,0.14457831325301204,0.1282051282051282,0.14285714285714285,0.1391304347826087,1988
647,5,West Germany,0.13253012048192772,0.1794871794871795,0.19480519480519481,0.16956521739130434,1988
648,6,Hungary,0.13253012048192772,0.07692307692307693,0.07792207792207792,0.09565217391304348,1988
649,7,Bulgaria,0.12048192771084337,0.15384615384615385,0.16883116883116883,0.14782608695652175,1988
